product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
"[{'https://static.zara.net/photos///2023/I/0/2/p/7147/302/052/2/w/448/7147302052_2_1_1.jpg?ts=1691503022604': 'Image 0 of LINEN/COTTON TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7147/302/052/2/w/448/7147302052_1_1_1.jpg?ts=1691503023000': 'Image 1 of LINEN/COTTON TROUSERS from Zara'}]",men,TROUSERS,linencotton trouser,regular fit trouser linen cotton blend fabric elasticate waistband adjustable drawstre pocket rear pocket,Bottom,cotton linen linencotton,trouser,other,other,cotton linen linencotton trouser,This is a linencotton trouser made of cotton linen linencotton. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2553/300/711/2/w/448/2553300711_1_1_1.jpg?ts=1688720590938': 'Image 0 of LEAF MOTIF JACQUARD TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2553/300/711/2/w/448/2553300711_2_1_1.jpg?ts=1688720591091': 'Image 1 of LEAF MOTIF JACQUARD TROUSERS from Zara'}]",men,TROUSERS,leaf motif jacquard trouser,regularfit trouser feature adjustable elasticate waistband drawstre pocket rear welt pocket,Bottom,other,trouser,other,other,trouser,This is a leaf motif jacquard trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/3268/304/707/2/w/448/3268304707_1_1_1.jpg?ts=1692174478184': 'Image 0 of FLOWING TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3268/304/707/2/w/448/3268304707_2_1_1.jpg?ts=1692174477961': 'Image 1 of FLOWING TROUSERS from Zara'}]",men,TROUSERS,flow trouser,relaxed fit trouser modal blend fabric feature adjustable elasticate waistband drawstre pocket rear welt pocket,Bottom,modal,trouser,other,other,modal trouser,This is a flow trouser made of modal,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/321/707/2/w/448/6861321707_1_1_1.jpg?ts=1691483219249': 'Image 0 of TEXTURED RUSTIC TROUSERS WITH PLEATS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/321/707/2/w/448/6861321707_2_1_1.jpg?ts=1691483159721': 'Image 1 of TEXTURED RUSTIC TROUSERS WITH PLEATS from Zara'}]",men,TROUSERS,texture rustic trouser pleat,trouser cotton blend waist pleat pocket welt pocket button zip fly button fastening,Bottom,cotton,trouser,other,other,cotton trouser,This is a texture rustic trouser pleat made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6096/400/707/2/w/448/6096400707_1_1_1.jpg?ts=1689923261327': 'Image 0 of LINEN - LYOCELL TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6096/400/707/2/w/448/6096400707_2_1_1.jpg?ts=1689923262432': 'Image 1 of LINEN - LYOCELL TROUSERS from Zara'}]",men,TROUSERS,linen lyocell trouser,regular fit trouser linen lyocell blend patch pocket button welt pocket zip button fastening,Bottom,linen lyocell,trouser,other,other,linen lyocell trouser,This is a linen lyocell trouser made of linen lyocell. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5777/036/807/2/w/448/5777036807_1_1_1.jpg?ts=1689923261184': 'Image 0 of BELTED COTTON-LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5777/036/807/2/w/448/5777036807_2_1_1.jpg?ts=1689923262365': 'Image 1 of BELTED COTTON-LINEN TROUSERS from Zara'}]",men,TROUSERS,belt cottonlinen trouser,regular fit trouser cotton linen blend waist pleat belt fabric pocket rear welt pocket zip button fastening,Bottom,cotton cottonlinen linen,belt trouser,other,other,cotton cottonlinen linen belt trouser,This is a belt cottonlinen trouser made of cotton cottonlinen linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/7484/301/711/2/w/448/7484301711_1_1_1.jpg?ts=1690360446678': 'Image 0 of TEXTURED COTTON - LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7484/301/711/2/w/448/7484301711_2_1_1.jpg?ts=1690360445655': 'Image 1 of TEXTURED COTTON - LINEN TROUSERS from Zara'}]",men,TROUSERS,texture cotton linen trouser,regularfit trouser cotton linen blend pocket patch pocket flap zip fly button fastening,Bottom,cotton linen,trouser,other,other,cotton linen trouser,This is a texture cotton linen trouser made of cotton linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4164/100/711/2/w/489/4164100711_1_1_1.jpg?ts=1688574157811': 'Image 0 of 100% LINEN PLEATED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4164/100/711/2/w/489/4164100711_2_1_1.jpg?ts=1688574158516': 'Image 1 of 100% LINEN PLEATED TROUSERS from Zara'}]",men,TROUSERS,linen pleated trouser,regular fit trouser linen fabric waistband pleated detail pocket rear jetted pocket zip fly button fasteningorigin special collectionview,Bottom,linen,trouser,other,other,linen trouser,This is a linen pleated trouser made of linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6416/314/251/2/w/448/6416314251_1_1_1.jpg?ts=1687337221550': 'Image 0 of LINEN BLEND PARACHUTE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6416/314/251/2/w/448/6416314251_2_1_1.jpg?ts=1687337221297': 'Image 1 of LINEN BLEND PARACHUTE TROUSERS from Zara'}]",men,TROUSERS,linen blend parachute trouser,trouser linen blend adjustable elasticate waistband inner elastic drawstre pocket patch pocket flap patch pocket leg pleated knee adjustable hem elastic drawstring sidesview,Bottom,linen,trouser,other,other,linen trouser,This is a linen blend parachute trouser made of linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2553/307/065/2/w/448/2553307065_1_1_1.jpg?ts=1691072083257': 'Image 0 of FADED PARACHUTE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2553/307/065/2/w/448/2553307065_2_1_1.jpg?ts=1691072085128': 'Image 1 of FADED PARACHUTE TROUSERS from Zara'}]",men,TROUSERS,fade parachute trouser,relaxed fit fade trouser cotton adjustable elasticate waistband pocket rear patch pocket flap zip fly snapbutton fastening,Bottom,cotton,trouser,other,other,cotton trouser,This is a fade parachute trouser made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5862/360/800/2/w/448/5862360800_1_1_1.jpg?ts=1687354907023': 'Image 0 of PARACHUTE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5862/360/800/2/w/448/5862360800_2_1_1.jpg?ts=1687354906938': 'Image 1 of PARACHUTE TROUSERS from Zara'}]",men,TROUSERS,parachute trouser,trouser adjustable elasticate waistband pocket patch pocket pleat knee adjustable hem elastic side,Bottom,other,trouser,other,other,trouser,This is a parachute trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4164/329/515/2/w/448/4164329515_1_1_1.jpg?ts=1687331083577': 'Image 0 of ACID WASH PARACHUTE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4164/329/515/2/w/448/4164329515_2_1_1.jpg?ts=1687331083973': 'Image 1 of ACID WASH PARACHUTE TROUSERS from Zara'}]",men,TROUSERS,acid wash parachute trouser,fade trouser feature inner adjustable elasticate waistband pocket rear patch pocket flap pleated knee adjustable hem elastic side,Bottom,other,trouser,other,other,trouser,This is a acid wash parachute trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4840/401/804/2/w/448/4840401804_1_1_1.jpg?ts=1689756834684': 'Image 0 of STRIPED TEXTURED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4840/401/804/2/w/448/4840401804_2_1_1.jpg?ts=1689756835554': 'Image 1 of STRIPED TEXTURED TROUSERS from Zara'}]",men,TROUSERS,stripe texture trouser,regularfit trouser cotton blend adjustable elasticate waistband drawstre pocket welt pocket,Bottom,cotton,trouser,other,other,cotton trouser,This is a stripe texture trouser made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/409/104/2/w/448/2675409104_1_1_1.jpg?ts=1688713594510': 'Image 0 of STRIPED JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/409/104/2/w/448/2675409104_2_1_1.jpg?ts=1688713594826': 'Image 1 of STRIPED JOGGER WAIST TROUSERS from Zara'}]",men,TROUSERS,striped jogger waist trouser,regularfit trouser cotton fabric adjustable elasticate waistband drawstre pocket rear welt pocket,Bottom,cotton,trouser,other,other,cotton trouser,This is a striped jogger waist trouser made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6917/402/712/2/w/448/6917402712_1_1_1.jpg?ts=1687856106736': 'Image 0 of STRIPED TEXTURED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/402/712/2/w/448/6917402712_2_1_1.jpg?ts=1687856104775': 'Image 1 of STRIPED TEXTURED TROUSERS from Zara'}]",men,TROUSERS,stripe texture trouser,trouser linen cotton blend pocket welt pocket zip fly button fastening,Bottom,cotton linen,trouser,other,other,cotton linen trouser,This is a stripe texture trouser made of cotton linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/8574/348/052/2/w/448/8574348052_1_1_1.jpg?ts=1680076347053': 'Image 0 of 100% LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/8574/348/052/2/w/448/8574348052_2_1_1.jpg?ts=1680076342354': 'Image 1 of 100% LINEN TROUSERS from Zara'}]",men,TROUSERS,linen trouser,straight fit trouser linen waist pleat detail pocket rear jetted pocket zip fly button fastening,Bottom,linen,trouser,other,other,linen trouser,This is a linen trouser made of linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5827/249/700/2/w/448/5827249700_1_1_1.jpg?ts=1689327624756': 'Image 0 of JUMPSUIT - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5827/249/700/2/w/448/5827249700_2_1_1.jpg?ts=1689327628611': 'Image 1 of JUMPSUIT - LIMITED EDITION from Zara'}]",men,TROUSERS,jumpsuit limited edition,oversize fit jumpsuit lapel collar long sleeve buttoned cuff chest patch pocket elastic waistband pocket rear flap pocket pleat knee adjustable elastic hem,Bottom,other,jumpsuit lapel,other,long,jumpsuit lapel long,This is a jumpsuit limited edition with long coverage. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5829/252/706/2/w/448/5829252706_1_1_1.jpg?ts=1689327624477': 'Image 0 of PARACHUTE TROUSERS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5829/252/706/2/w/448/5829252706_2_1_1.jpg?ts=1689327628771': 'Image 1 of PARACHUTE TROUSERS - LIMITED EDITION from Zara'}]",men,TROUSERS,parachute trouser limited edition,trouser feature elasticate waistband inner adjustable drawstre pocket rear pocket flap flap pocket leg pleated knee adjustable elastic hem,Bottom,other,trouser,other,other,trouser,This is a parachute trouser limited edition,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5320/302/712/2/w/448/5320302712_1_1_1.jpg?ts=1689327626468': 'Image 0 of PARACHUTE TROUSERS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5320/302/712/2/w/448/5320302712_2_1_1.jpg?ts=1689327627289': 'Image 1 of PARACHUTE TROUSERS - LIMITED EDITION from Zara'}]",men,TROUSERS,parachute trouser limited edition,trouser technical fabric adjustable elasticate drawstring waistband patch pocket rear flap pocket pleat detail knee adjustable drawstre hem zip button fastening,Bottom,other,trouser,other,other,trouser,This is a parachute trouser limited edition,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5842/251/401/2/w/448/5842251401_2_1_1.jpg?ts=1689327629721': 'Image 0 of RELAXED FIT TROUSERS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5842/251/401/2/w/448/5842251401_1_1_1.jpg?ts=1689327629194': 'Image 1 of RELAXED FIT TROUSERS - LIMITED EDITION from Zara'}]",men,TROUSERS,relaxed fit trouser limited edition,relaxed fit trouser elasticate waistband pleated detail pocket rear welt pocket detail hide metal hook zip fly fastening,Bottom,other,trouser,other,other,trouser,This is a relaxed fit trouser limited edition,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/309/807/2/w/448/1538309807_1_1_1.jpg?ts=1691746948648': 'Image 0 of STRAIGHT-FIT FADED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/309/807/2/w/448/1538309807_2_1_1.jpg?ts=1691746948908': 'Image 1 of STRAIGHT-FIT FADED TROUSERS from Zara'}]",men,TROUSERS,straightfit fade trouser,straightfit trouser texture cotton fabric pocket patch pocket fade effect zip fly button fastening,Bottom,cotton,trouser,other,other,cotton trouser,This is a straightfit fade trouser made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/427/612/2/w/448/1538427612_1_1_1.jpg?ts=1689760695469': 'Image 0 of CARPENTER TROUSERS WITH POCKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/427/612/2/w/448/1538427612_2_1_1.jpg?ts=1689760701315': 'Image 1 of CARPENTER TROUSERS WITH POCKET from Zara'}]",men,TROUSERS,carpenter trouser pocket,straightfit trouser cotton pocket patch pocket fade effect patch pocket appliqué multifunctional strap leg contrast topstitche garment zip fly button fasteningview,Bottom,cotton,trouser,other,other,cotton trouser,This is a carpenter trouser pocket made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/545/710/2/w/448/6861545710_1_1_1.jpg?ts=1691566143603': 'Image 0 of TROUSERS WITH FRONT SEAM DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/545/710/2/w/448/6861545710_2_1_1.jpg?ts=1691566143429': 'Image 1 of TROUSERS WITH FRONT SEAM DETAIL from Zara'}]",men,TROUSERS,trouser seam detail,straightfit trouser elasticate waistband pocket patch pocket seam detail leg zip fly button fastening,Bottom,other,trouser,other,other,trouser,This is a trouser seam detail,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/604/800/2/w/448/0706604800_1_1_1.jpg?ts=1688715757226': 'Image 0 of PARACHUTE TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/604/800/2/w/448/0706604800_2_1_1.jpg?ts=1688715757133': 'Image 1 of PARACHUTE TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}]",men,TROUSERS,parachute trouser contrast topstitche,relaxed fit trouser adjustable elasticate waistband pocket rear patch pocket detail contrast topstitche garment adjustable hem elastic gore,Bottom,other,trouser,other,other,trouser,This is a parachute trouser contrast topstitche,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5781/162/800/2/w/448/5781162800_1_1_1.jpg?ts=1688725313193': 'Image 0 of TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5781/162/800/2/w/448/5781162800_2_1_1.jpg?ts=1688715757588': 'Image 1 of TROUSERS WITH CONTRAST TOPSTITCHING from Zara'}]",men,TROUSERS,trouser contrast topstitching,wide fit trouser pocket rear welt pocket contrast topstitche garment zip fly button fastening,Bottom,other,trouser,other,other,trouser,This is a trouser contrast topstitching,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/311/800/2/w/448/6861311800_1_1_1.jpg?ts=1689926675416': 'Image 0 of TROUSERS WITH CONTRAST PIPING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/311/800/2/w/448/6861311800_2_1_1.jpg?ts=1689926677291': 'Image 1 of TROUSERS WITH CONTRAST PIPING from Zara'}]",men,TROUSERS,trouser contrast pipe,straight fit trouser elasticate waistband adjustable drawstring pleat pocket rear welt pocket contrast pipe leg,Bottom,other,trouser,other,other,trouser,This is a trouser contrast pipe,cold weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8281/323/800/2/w/448/8281323800_1_1_1.jpg?ts=1689926676959': 'Image 0 of TROUSERS WITH DOUBLE WAIST from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8281/323/800/2/w/448/8281323800_2_1_1.jpg?ts=1689926681630': 'Image 1 of TROUSERS WITH DOUBLE WAIST from Zara'}]",men,TROUSERS,trouser double waist,wide fit trouser feature elastic double waistband pleat pocket pocket detail,Bottom,other,trouser,other,other,trouser,This is a trouser double waist,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/1538/450/806/2/w/448/1538450806_1_1_1.jpg?ts=1678983365854': 'Image 0 of JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/1538/450/806/2/w/448/1538450806_2_1_1.jpg?ts=1678983359499': 'Image 1 of JOGGER WAIST TROUSERS from Zara'}]",men,TROUSERS,jogger waist trouser,relaxed fit trouser adjustable elastic waistband interior drawstre pocket rear welt pocket zip fly button fasten elastic cuff hem,Bottom,other,trouser,other,other,trouser,This is a jogger waist trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/341/250/2/w/448/8574341250_1_1_1.jpg?ts=1688117601753': 'Image 0 of TEXTURED JOGGER WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/341/250/2/w/448/8574341250_2_1_1.jpg?ts=1688117601641': 'Image 1 of TEXTURED JOGGER WAIST TROUSERS from Zara'}]",men,TROUSERS,texture jogger waist trouser,trouser cotton blend elasticate waistband adjustable drawstring pleat detail waist pocket pocket zip fly button fastening,Bottom,cotton,trouser,other,other,cotton trouser,This is a texture jogger waist trouser made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1063/314/505/2/w/448/1063314505_1_1_1.jpg?ts=1691138283378': 'Image 0 of COTTON POPLIN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1063/314/505/2/w/448/1063314505_2_1_1.jpg?ts=1691138436155': 'Image 1 of COTTON POPLIN TROUSERS from Zara'}]",men,TROUSERS,cotton poplin trouser,straight fit trouser cotton poplin adjustable waist strap pocket rear welt pocket,Bottom,cotton poplin,trouser,other,other,cotton poplin trouser,This is a cotton poplin trouser made of cotton poplin. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6416/316/707/2/w/448/6416316707_1_1_1.jpg?ts=1689256347867': 'Image 0 of COTTON POPLIN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6416/316/707/2/w/448/6416316707_2_1_1.jpg?ts=1689256345212': 'Image 1 of COTTON POPLIN TROUSERS from Zara'}]",men,TROUSERS,cotton poplin trouser,straight fit trouser cotton poplin adjustable waist belt fabric pleat pocket patch pocket fade effect zip fly hidden metal hook fasten,Bottom,cotton poplin,belt trouser,other,other,cotton poplin belt trouser,This is a cotton poplin trouser made of cotton poplin. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5735/521/707/2/w/448/5735521707_1_1_1.jpg?ts=1689605448931': 'Image 0 of CHECK SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5735/521/707/2/w/448/5735521707_2_1_1.jpg?ts=1689605448821': 'Image 1 of CHECK SUIT TROUSERS from Zara'}]",men,TROUSERS,check suit trouser,straight fit trouser pocket rear jetted pocket zip fly button fastening,Bottom,other,suit trouser,other,other,suit trouser,This is a check suit trouser,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1564/381/401/2/w/448/1564381401_1_1_1.jpg?ts=1692353127320': 'Image 0 of CHECK SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1564/381/401/2/w/448/1564381401_2_1_1.jpg?ts=1692353127543': 'Image 1 of CHECK SUIT TROUSERS from Zara'}]",men,TROUSERS,check suit trouser,straightfit trouser pocket rear welt pocket button detail zip fly button fastening,Bottom,other,suit trouser,other,other,suit trouser,This is a check suit trouser,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/3991/308/044/2/w/448/3991308044_6_1_1.jpg?ts=1690815453192': 'Image 0 of RELAXED-FIT STRIPED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3991/308/044/2/w/448/3991308044_6_2_1.jpg?ts=1690815453160': 'Image 1 of RELAXED-FIT STRIPED TROUSERS from Zara'}]",men,TROUSERS,relaxedfit stripe trouser,fivepocket relaxedfit trouser zip fly button fastening,Bottom,other,trouser,other,other,trouser,This is a relaxedfit stripe trouser,cool weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/342/600/2/w/448/3992342600_1_1_1.jpg?ts=1691415873798': 'Image 0 of STRIPED LINEN-VISCOSE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/342/600/2/w/448/3992342600_2_1_1.jpg?ts=1691415874467': 'Image 1 of STRIPED LINEN-VISCOSE TROUSERS from Zara'}]",men,TROUSERS,stripe linenviscose trouser,relaxedfit trouser adjustable elasticate waistband matching fabric belt patch pocket,Bottom,linenviscose,belt trouser,other,other,linenviscose belt trouser,This is a stripe linenviscose trouser made of linenviscose. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/314/712/2/w/448/2675314712_1_1_1.jpg?ts=1691418601750': 'Image 0 of FRAYED TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/314/712/2/w/448/2675314712_2_1_1.jpg?ts=1691418601758': 'Image 1 of FRAYED TROUSERS from Zara'}]",men,TROUSERS,fray trouser,trouser cotton blend elasticate waistband adjustable drawstring pocket hip jetted pocket contrast fray hem,Bottom,cotton,trouser,other,other,cotton trouser,This is a fray trouser made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0881/316/251/2/w/448/0881316251_1_1_1.jpg?ts=1691419636390': 'Image 0 of TROUSERS WITH CONTRAST EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0881/316/251/2/w/448/0881316251_2_1_1.jpg?ts=1691419636151': 'Image 1 of TROUSERS WITH CONTRAST EMBROIDERY from Zara'}]",men,TROUSERS,trouser contrast embroidery,trouser cotton adjustable elasticate waistband drawstre pocket hip pocket contrast embroidery leg,Bottom,cotton,trouser,other,other,cotton trouser,This is a trouser contrast embroidery made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5711/022/401/2/w/448/5711022401_1_1_1.jpg?ts=1688463998810': 'Image 0 of WIDE FIT TROUSERS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5711/022/401/2/w/448/5711022401_2_1_1.jpg?ts=1688470612994': 'Image 1 of WIDE FIT TROUSERS - LIMITED EDITION from Zara'}]",men,TROUSERS,wide fit trouser limited edition,wide fit trouser ramie adjustable drawstre waistband pleat pocket rear welt pocket detail hide metal hook zip fly fastening,Bottom,ramie,trouser,other,other,ramie trouser,This is a wide fit trouser limited edition made of ramie,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2795/312/529/2/w/448/2795312529_1_1_1.jpg?ts=1689148214471': 'Image 0 of JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2795/312/529/2/w/448/2795312529_2_1_1.jpg?ts=1689148215152': 'Image 1 of JACQUARD BERMUDA SHORTS from Zara'}]",men,SHORTS,jacquard bermuda short,bermuda short adjustable elasticate waistband pocket pocket detail,Bottom,other,bermuda short,other,short,bermuda short short,This is a jacquard bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5862/304/251/2/w/448/5862304251_1_1_1.jpg?ts=1691079126778': 'Image 0 of SHORT JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5862/304/251/2/w/448/5862304251_2_1_1.jpg?ts=1691079127311': 'Image 1 of SHORT JACQUARD BERMUDA SHORTS from Zara'}]",men,SHORTS,short jacquard bermuda short,short bermuda short cotton blend fabric adjustable elasticate waistband inner drawstring hip pocket rear patch pocket detail,Bottom,cotton,bermuda short,other,short,cotton bermuda short short,This is a short jacquard bermuda short made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6085/355/712/2/w/448/6085355712_1_1_1.jpg?ts=1691079127704': 'Image 0 of GEOMETRIC PRINT JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6085/355/712/2/w/448/6085355712_2_1_1.jpg?ts=1691078951484': 'Image 1 of GEOMETRIC PRINT JACQUARD BERMUDA SHORTS from Zara'}]",men,SHORTS,geometric print jacquard bermuda short,short bermuda short cotton blend feature elasticate waistband adjustable drawstring hip pocket welt pocket,Bottom,cotton,bermuda short,other,short,cotton bermuda short short,This is a geometric print jacquard bermuda short made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/306/527/2/w/448/2675306527_1_1_1.jpg?ts=1689756839360': 'Image 0 of ABSTRACT JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/306/527/2/w/448/2675306527_2_1_1.jpg?ts=1689756835587': 'Image 1 of ABSTRACT JACQUARD BERMUDA SHORTS from Zara'}]",men,SHORTS,abstract jacquard bermuda short,bermuda short compact fabric adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,other,bermuda short,other,short,bermuda short short,This is a abstract jacquard bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/7563/455/800/4/w/448/7563455800_1_1_1.jpg?ts=1687345452542': 'Image 0 of GEOMETRIC PRINT JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7563/455/800/4/w/448/7563455800_2_3_1.jpg?ts=1687345451294': 'Image 1 of GEOMETRIC PRINT JACQUARD BERMUDA SHORTS from Zara'}]",men,SHORTS,geometric print jacquard bermuda short,relaxedfit bermuda short viscose cotton blend adjustable elasticate waistband drawstre pocket welt pocket,Bottom,cotton viscose,bermuda short,other,short,cotton viscose bermuda short short,This is a geometric print jacquard bermuda short made of cotton viscose with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/302/707/2/w/448/2675302707_1_1_1.jpg?ts=1689256345699': 'Image 0 of STRIPED TEXTURED BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/302/707/2/w/448/2675302707_2_1_1.jpg?ts=1689256346283': 'Image 1 of STRIPED TEXTURED BERMUDA SHORTS from Zara'}]",men,SHORTS,stripe textured bermuda short,short bermuda short cotton blend feature elasticate waistband adjustable drawstring hip pocket pocket detail,Bottom,cotton,bermuda short,other,short,cotton bermuda short short,This is a stripe textured bermuda short made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
