product_id,gender,product_category,product_name,details,category_type,combined_features,text,weather_label
3889,men,SHOES,texture sneaker,sneaker combination material finish upper seveneyelet face lightweight chunky sole toecap detail,Shoes,lightweight,lightweight texture sneaker,10-15°C cool weather
3890,men,SHOES,embossed laceless trainer,laceless trainer decorative embossed detail upper elastic gore slip ease contrast sole,Shoes,trainer,trainer embossed laceless trainer,10-15°C cool weather
3891,men,SHOES,leather sport loafer tassel,loafer leather split suede finish decorative tassel detail fringe instep plain upper moc toe detail round toe contrastcoloure sole,Shoes,leather suede loafer,leather suede loafer leather sport loafer tassel,15-20°C mild weather
3892,men,SHOES,split suede sneaker moc toe detail,sneaker leather split suede finish fiveeyelet face chunky sole,Shoes,leather suede,leather suede split suede sneaker moc toe detail,15-20°C mild weather
3893,men,SHOES,chunky shoe topstitching,derby shoe plain upper contrast topstitche foureyelet face round toe chunky track sole welt,Shoes,shoe,shoe chunky shoe topstitching,15-20°C mild weather
3894,men,SHOES,canvas sneaker,trainers decorative thread topstitche seveneyelet face contrastcoloure irregular sole,Shoes,, canvas sneaker,10-15°C cool weather
3895,men,SHOES,canvas hightop trainer,hightop sneaker plain canvas upper monochrome nineeyelet face slightly chunky sole,Shoes,trainer,trainer canvas hightop trainer,10-15°C cool weather
3896,men,SHOES,split suede leather sandal,monochrome slider sandal leather split suede finish lightweight track sole,Shoes,leather suede sandal lightweight,leather suede sandal lightweight split suede leather sandal,15-20°C mild weather
3897,men,SHOES,rubberise toe shoe,sneakerstyle shoe combination material finish upper sixeyelet face rubberise trim upper contrast track sole irregular design,Shoes,rubberise shoe,rubberise shoe rubberise toe shoe,15-20°C mild weather
3898,men,SHOES,voluminous mould clog,monochrome clogs wraparound upper single piece strap well fit raise detail upper round toe matching chunky track sole,Shoes,clog,clog voluminous mould clog,5-10°C cold weather
3899,men,SHOES,run mould sneaker,run sneaker wraparound singlepiece upper raise pattern removable knit fabric sock fiveeyelet face,Shoes,knit knit,knit knit run mould sneaker,10-15°C cool weather
3900,men,SHOES,run trainer texture sol,run trainer combination piece material upper sixeyelet face pull tab slip ease chunky sole irregular design combination texture,Shoes,trainer,trainer run trainer texture sol,10-15°C cool weather
3901,men,SHOES,laceup hightop trainer,hightop trainer uniform colour upper nineeyelet face lightweight rubber sole irregular design,Shoes,trainer lightweight,trainer lightweight laceup hightop trainer,10-15°C cool weather
3902,men,SHOES,hightop denim sneaker,hightop sneaker plain denim print upper contrast colour inside eighteyelet face slightly chunky sole,Shoes,denim denim,denim denim hightop denim sneaker,15-20°C mild weather
3903,men,SHOES,laceless knit fabric trainer,laceless trainer fabric elastic panel pull tab slip ease matching trimming,Shoes,knit trainer knit,knit trainer knit laceless knit fabric trainer,15-20°C mild weather
3904,men,SHOES,knit fabric trainer,knit fabric trainer fiveeyelet face pull tab slip ease lightweight uniform sole,Shoes,knit trainer knit lightweight,knit trainer knit lightweight knit fabric trainer,15-20°C mild weather
3905,men,SHOES,strappy leather sandal,leather cage sandal split suede finish interweave strap buckle ankle strap fastening,Shoes,leather suede sandal,leather suede sandal strappy leather sandal,15-20°C mild weather
3906,men,SHOES,leather cage sandal,cage sandal leather adjustable strap slightly chunky sole,Shoes,leather sandal,leather sandal leather cage sandal,15-20°C mild weather
3907,men,SHOES,multicoloure run trainer,run trainer combination colour finish upper sixeyelet face chunky track sole,Shoes,trainer,trainer multicoloure run trainer,10-15°C cool weather
3908,men,SHOES,chunky sandal,strappy sandal strap hookandloop strap fasten instep strap chunky track sole uneven design,Shoes,sandal,sandal chunky sandal,10-15°C cool weather
3909,men,SHOES,quilt strappy sandal,sandal quilt strap strap matching chunky sole,Shoes,sandal,sandal quilt strappy sandal,15-20°C mild weather
3910,men,SHOES,track sole sandal,strappy sandal strap fasten instep feature fifth strap join sixth close ankle chunky track sole uneven design,Shoes,sandal,sandal track sole sandal,15-20°C mild weather
3911,men,SHOES,mould clog track sole,clogs wraparound upper single piece raise detail upper round toe matching chunky track sole,Shoes,clog,clog mould clog track sole,10-15°C cool weather
3912,men,SHOES,soft leather loafer limited edition,babouche leather round toe wear heel flattenedcollection special edition,Shoes,leather loafer,leather loafer soft leather loafer limited edition,15-20°C mild weather
4093,men,SHOES,cross training sneaker,sneaker design training improved shock absorption stabilise heel hold entire foot reinforce toecap special fabric highly resistant friction thank form thread help breathability replaceable insole athleticz collectionview,Shoes,absorption breathability,absorption breathability cross training sneaker,15-20°C mild weather
4112,men,SHOES,run sneaker,run sneaker spume foam technology guarantee lightness comfort contrast colour material upper sixeyelet face slightly chunky track soleathleticz collectionview,Shoes,lightness,lightness run sneaker,10-15°C cool weather
4114,men,SHOES,monochrome slide,monochrome slider sandal wide strap instep match chunky soleathleticz collection,Shoes,sandal,sandal monochrome slide,10-15°C cool weather
4118,men,SHOES,run sneaker,run sneaker spume foam technology guarantee lightness comfort contrast colour material upper sixeyelet face adjust technical piece chunky track soleathleticz collectionview,Shoes,lightness,lightness run sneaker,10-15°C cool weather
4130,men,SHOES,run sneaker,run sneaker spume foam technology guarantee lightness comfort combination colour material upper eighteyelet face adjust technical piece slightly chunky track soleathleticz collectionview,Shoes,lightness,lightness run sneaker,10-15°C cool weather
