gender,product_category,product_name,details,category_type,combined_features,text,weather_label
men,TROUSERS,texture jogger waist trouser,trouser cotton blend elasticate waistband adjustable drawstring pleat detail waist pocket pocket zip fly button fastening,Bottom,cotton trouser,cotton trouser texture jogger waist trouser,10-15°C cool weather
men,TROUSERS,cotton poplin trouser,straight fit trouser cotton poplin adjustable waist strap pocket rear welt pocket,Bottom,cotton poplin trouser,cotton poplin trouser cotton poplin trouser,rain
men,TROUSERS,cotton poplin trouser,straight fit trouser cotton poplin adjustable waist belt fabric pleat pocket patch pocket fade effect zip fly hidden metal hook fasten,Bottom,cotton poplin belt trouser,cotton poplin belt trouser cotton poplin trouser,10-15°C cool weather
men,TROUSERS,check suit trouser,straight fit trouser pocket rear jetted pocket zip fly button fastening,Bottom,suit trouser,suit trouser check suit trouser,10-15°C cool weather
men,TROUSERS,check suit trouser,straightfit trouser pocket rear welt pocket button detail zip fly button fastening,Bottom,suit trouser,suit trouser check suit trouser,10-15°C cool weather
men,TROUSERS,relaxedfit stripe trouser,fivepocket relaxedfit trouser zip fly button fastening,Bottom,trouser,trouser relaxedfit stripe trouser,10-15°C cool weather
men,TROUSERS,stripe poplin trouser,relaxedfit trouser elasticate waistband adjustable drawstring patch pocket,Bottom,poplin trouser,poplin trouser stripe poplin trouser,10-15°C cool weather
men,TROUSERS,stripe linenviscose trouser,relaxedfit trouser adjustable elasticate waistband matching fabric belt patch pocket,Bottom,linenviscose belt trouser,linenviscose belt trouser stripe linenviscose trouser,10-15°C cool weather
men,TROUSERS,fray trouser,trouser cotton blend elasticate waistband adjustable drawstring pocket hip jetted pocket contrast fray hem,Bottom,cotton trouser,cotton trouser fray trouser,10-15°C cool weather
men,TROUSERS,trouser contrast embroidery,trouser cotton adjustable elasticate waistband drawstre pocket hip pocket contrast embroidery leg,Bottom,cotton trouser,cotton trouser trouser contrast embroidery,10-15°C cool weather
men,TROUSERS,wide fit trouser limited edition,wide fit trouser ramie adjustable drawstre waistband pleat pocket rear welt pocket detail hide metal hook zip fly fastening,Bottom,ramie trouser,ramie trouser wide fit trouser limited edition,10-15°C cool weather
men,SHORTS,floral jacquard bermuda short,bermuda short elasticate waistband pocket patch pocket detail,Bottom,bermuda short short,bermuda short short floral jacquard bermuda short,10-15°C cool weather
men,SHORTS,jacquard bermuda short,bermuda short adjustable elasticate waistband pocket pocket detail,Bottom,bermuda short short,bermuda short short jacquard bermuda short,10-15°C cool weather
men,SHORTS,short jacquard bermuda short,short bermuda short cotton blend fabric adjustable elasticate waistband inner drawstring hip pocket rear patch pocket detail,Bottom,cotton bermuda short short,cotton bermuda short short short jacquard bermuda short,10-15°C cool weather
men,SHORTS,geometric print jacquard bermuda short,short bermuda short cotton blend feature elasticate waistband adjustable drawstring hip pocket welt pocket,Bottom,cotton bermuda short short,cotton bermuda short short geometric print jacquard bermuda short,10-15°C cool weather
men,SHORTS,abstract jacquard bermuda short,bermuda short compact fabric adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,bermuda short short,bermuda short short abstract jacquard bermuda short,10-15°C cool weather
men,SHORTS,geometric print jacquard bermuda short,relaxedfit bermuda short viscose cotton blend adjustable elasticate waistband drawstre pocket welt pocket,Bottom,cotton viscose bermuda short short,cotton viscose bermuda short short geometric print jacquard bermuda short,10-15°C cool weather
men,SHORTS,stripe textured bermuda short,short bermuda short cotton blend feature elasticate waistband adjustable drawstring hip pocket pocket detail,Bottom,cotton bermuda short short,cotton bermuda short short stripe textured bermuda short,10-15°C cool weather
men,SHORTS,stripe crochet bermuda short,bermuda short open texture fabric waistband drawstring pocket patch pocket detail,Bottom,bermuda short short,bermuda short short stripe crochet bermuda short,10-15°C cool weather
men,SHORTS,striped bermuda short,bermuda short cotton blend fabric adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,cotton bermuda short short,cotton bermuda short short striped bermuda short,10-15°C cool weather
men,SHORTS,comfort bermuda short,bermuda short feature adjustable elasticate waistband drawstring pleat pocket rear welt pocket turnup hem,Bottom,bermuda short short,bermuda short short comfort bermuda short,10-15°C cool weather
men,SHORTS,premium bermuda jogger,bermuda short feature elastic waistband adjustable drawstring pocket rear pocket detail,Bottom,bermuda short short,bermuda short short premium bermuda jogger,10-15°C cool weather
men,SHORTS,soft denim bermuda short,slim fit bermuda short adjustable elasticate waistband drawstre pocket fade effect turnup hem,Bottom,denim bermuda denim short short,denim bermuda denim short short soft denim bermuda short,10-15°C cool weather
men,SHORTS,creasedeffect bermuda short,bermuda short cotton adjustable elasticate waistband drawstre pocket rear patch pocket detail,Bottom,cotton bermuda short short,cotton bermuda short short creasedeffect bermuda short,10-15°C cool weather
men,SHORTS,cottonlinen bermuda short,relaxed fit bermuda short linen cotton blend fabric adjustable elasticate waistband drawstre pocket rear patch pocket detail irregular hem,Bottom,cotton cottonlinen linen bermuda short short,cotton cottonlinen linen bermuda short short cottonlinen bermuda short,10-15°C cool weather
men,SHORTS,seersucker bermuda short contrast topstitche,relaxedfit bermuda short adjustable elasticate waistband drawstring pocket patch pocket contrast topstitche garment,Bottom,bermuda short short,bermuda short short seersucker bermuda short contrast topstitche,10-15°C cool weather
men,SHORTS,vintage denim bermuda short,relaxed fit bermuda short pocket vintage fade effect zip fly button fastening,Bottom,denim bermuda denim short short,denim bermuda denim short short vintage denim bermuda short,10-15°C cool weather
men,SHORTS,linen bermuda short,bermuda short linen fabric pocket welt pocket zip fly button fastening,Bottom,linen bermuda short short,linen bermuda short short linen bermuda short,10-15°C cool weather
men,SHORTS,technical cargo bermuda short,bermuda short technical fabric adjustable elasticate waistband drawstre pocket welt pocket patch pocket flap leg slit hem,Bottom,bermuda short short,bermuda short short technical cargo bermuda short,10-15°C cool weather
men,SHORTS,cotton cargo bermuda short,relaxed fit bermuda short cotton fabric elastic waist pocket rear patch pocket detail patch pocket flap appliqué leg zip fly snapbutton fastening,Bottom,cotton bermuda short short,cotton bermuda short short cotton cargo bermuda short,10-15°C cool weather
men,SHORTS,basic denim bermuda short,straight fit bermuda short fivepocket design zip fly button fastening,Bottom,denim bermuda denim short short,denim bermuda denim short short basic denim bermuda short,10-15°C cool weather
men,SHORTS,linen cotton bermuda short,carrot fit bermuda short linen cotton blend fabric adjustable elasticate waistband pleat detail pocket rear welt pocket detail,Bottom,cotton linen bermuda short short,cotton linen bermuda short short linen cotton bermuda short,10-15°C cool weather
men,SHORTS,texture jogger bermuda short,relaxedfit bermuda short texture fabric adjustable elasticate waistband drawstre pocket patch pocket detail,Bottom,bermuda short short,bermuda short short texture jogger bermuda short,10-15°C cool weather
men,SHORTS,star print bermuda short,relaxed fit bermuda short satiny fabric elasticate adjustable drawstre waistband pocket hem contrast stripe,Bottom,satiny bermuda short short,satiny bermuda short short star print bermuda short,10-15°C cool weather
men,SHORTS,stripe print bermuda short,relaxedfit bermuda short satiny fabric adjustable elasticate waistband inner drawstre pocket,Bottom,satiny bermuda short short,satiny bermuda short short stripe print bermuda short,10-15°C cool weather
men,SHORTS,carpenter bermuda short pocket,relaxed fit bermuda short pocket rear patch pocket fade effect contrast topstitche garment patch pocket appliqué multipurpose strap leg zip fly button fasteningview,Bottom,bermuda short short,bermuda short short carpenter bermuda short pocket,10-15°C cool weather
men,SHORTS,loosefit cargo bermuda short,loose fit bermuda short fivepocket design fade effect patch pocket flap leg zip fly button fastening,Bottom,bermuda short short,bermuda short short loosefit cargo bermuda short,10-15°C cool weather
men,SHORTS,acid wash cargo bermuda short,relaxed fit bermuda short pocket rear patch pocket patch pocket appliqué flap leg fade effect zip fly button fastening,Bottom,bermuda short short,bermuda short short acid wash cargo bermuda short,10-15°C cool weather
men,SHORTS,denim utility bermuda short,relaxed fit faded bermuda short pocket rear patch pocket multipurpose pocket leg zip fly button fastening,Bottom,denim bermuda denim short short,denim bermuda denim short short denim utility bermuda short,10-15°C cool weather
men,SHORTS,denim cargo bermuda short,fade relaxed fit bermuda short pocket pocket rear patch pocket flap leg zip fly button fastening,Bottom,denim bermuda denim short short,denim bermuda denim short short denim cargo bermuda short,10-15°C cool weather
men,SHORTS,linen bermuda short,relaxed fit bermuda short linen elasticate waistband pleated detail pocket rear welt pocket zip fly button fastening,Bottom,linen bermuda short short,linen bermuda short short linen bermuda short,10-15°C cool weather
men,SHORTS,linen bermuda short,bermuda short linen fabric adjustable elasticate waistband interior drawstre pocket rear welt pocket,Bottom,linen bermuda short short,linen bermuda short short linen bermuda short,10-15°C cool weather
men,SHORTS,linen bermuda short,relaxedfit bermuda short linen fabric adjustable elasticate waist drawstre pocket patch pocket,Bottom,linen bermuda short short,linen bermuda short short linen bermuda short,10-15°C cool weather
men,SHORTS,linen bermuda short,short bermuda short linen elasticate waistband inner drawstre pocket,Bottom,linen bermuda short short,linen bermuda short short linen bermuda short,10-15°C cool weather
men,SHORTS,comfort bermuda short,bermuda short feature adjustable elastic waistband interior drawstring pocket rear pocket detail,Bottom,bermuda short short,bermuda short short comfort bermuda short,10-15°C cool weather
men,SHORTS,texture oxford bermuda short,bermuda short linen cotton blend feature pocket rear welt pocket zip fly button fastening,Bottom,cotton linen bermuda oxford short short,cotton linen bermuda oxford short short texture oxford bermuda short,10-15°C cool weather
men,SHORTS,viscose linen bermuda short,bermuda short viscose linen blend fabric elasticate adjustable waistband drawstring pocket rear patch pocket,Bottom,linen viscose bermuda short short,linen viscose bermuda short short viscose linen bermuda short,10-15°C cool weather
men,SHORTS,fade texture cotton bermuda short,relaxed fit bermuda short texture cotton fabric adjustable elasticate waistband drawstre pocket rear pocket detail hem match embroider slogan detail fade effect,Bottom,cotton bermuda short short,cotton bermuda short short fade texture cotton bermuda short,10-15°C cool weather
men,SHORTS,cargo bermuda short,bermuda short elasticate waistband pocket rear flap pocket patch pocket flap leg zip fly button fastening,Bottom,bermuda short short,bermuda short short cargo bermuda short,10-15°C cool weather
men,SHORTS,basic coloured bermuda,fade bermuda short cotton pocket zip fly button fastening,Bottom,cotton bermuda short short,cotton bermuda short short basic coloured bermuda,10-15°C cool weather
men,SHORTS,rustic cotton bermuda short,bermuda short cotton adjustable elasticate waistband drawstre pocket rear patch pocket detail,Bottom,cotton bermuda short short,cotton bermuda short short rustic cotton bermuda short,10-15°C cool weather
men,SHORTS,texture bermuda short,bermuda short adjustable elasticate waistband pocket welt pocket detail,Bottom,bermuda short short,bermuda short short texture bermuda short,10-15°C cool weather
men,SHORTS,viscose linen bermuda short,bermuda short viscose linen blend fabric adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,linen viscose bermuda short short,linen viscose bermuda short short viscose linen bermuda short,10-15°C cool weather
men,SHORTS,cottonlinen bermuda short,relaxed fit bermuda short cotton linen blend fabric adjustable elasticate waistband drawstre pocket rear jetted pocket,Bottom,cotton cottonlinen linen bermuda short short,cotton cottonlinen linen bermuda short short cottonlinen bermuda short,10-15°C cool weather
men,SHORTS,technical bermuda short,relaxed fit bermuda short lightweight fabric adjustable elastic waistband pocket rear patch pocket detail flap,Bottom,bermuda short lightweight short,bermuda short lightweight short technical bermuda short,10-15°C cool weather
men,SHORTS,texture bermuda short label,bermuda short elasticate waistband adjustable drawstring pocket rear patch pocket detail contrast label appliqué hem,Bottom,bermuda short short,bermuda short short texture bermuda short label,10-15°C cool weather
men,SHORTS,basic training short,workout short lightweight stretchy technical fabric elasticate waistband drawstring pocket security pocket thermoseale zip closure line inner leg length cm slit hem logo print legzara athleticzview,Bottom,short lightweight thermoseale short,short lightweight thermoseale short basic training short,10-15°C cool weather
men,SHORTS,training short,training short lightweight stretchy technical fabric inner mesh design practise sport elasticate waistband inner drawstring pocket reflective effect seam inner leg length cm slit hem print logo detailzara athleticzview,Bottom,short lightweight short,short lightweight short training short,10-15°C cool weather
men,SHORTS,training short,workout short lightweight stretchy technical fabric elastic waistband drawstring security pocket thermoseale zip closure line inner leg length cm slit hem logo print legzara athleticzview,Bottom,short lightweight thermoseale short,short lightweight thermoseale short training short,10-15°C cool weather
men,SHORTS,geometric knit jacquard bermuda short,knit bermuda short elasticate waistband adjustable drawstre pocket pocket detail contrast rib trim,Bottom,knit bermuda short knit short,knit bermuda short knit short geometric knit jacquard bermuda short,10-15°C cool weather
men,SHORTS,tiedye denim bermuda short,short bermuda short adjustable elasticate waistband pocket welt pocket detail,Bottom,denim bermuda denim short short,denim bermuda denim short short tiedye denim bermuda short,10-15°C cool weather
men,SHORTS,patchwork jacquard knit bermuda short,knit bermuda short feature adjustable elasticate waistband drawstring pocket,Bottom,knit bermuda short knit short,knit bermuda short knit short patchwork jacquard knit bermuda short,10-15°C cool weather
men,SHORTS,geometric knit jacquard bermuda short,relaxedfit bermuda short elastic waistband pocket,Bottom,knit bermuda short knit short,knit bermuda short knit short geometric knit jacquard bermuda short,10-15°C cool weather
men,SHORTS,jogger bermuda short embroidery,bermuda short adjustable elasticate waistband drawstre pocket pocket detail contrast embroidery legzara athleticzview,Bottom,bermuda short short,bermuda short short jogger bermuda short embroidery,10-15°C cool weather
men,SHORTS,wide fit denim bermuda short,wide fit bermuda short waist belt detail fabric pocket fade effect button fasten,Bottom,denim belt bermuda denim short short,denim belt bermuda denim short short wide fit denim bermuda short,10-15°C cool weather
men,SHORTS,rip denim bermuda short,relaxedfit bermuda short fivepocket design fade rip effect leg uneven hem button fly fasten,Bottom,denim bermuda denim short short,denim bermuda denim short short rip denim bermuda short,10-15°C cool weather
men,SHORTS,rip denim bermuda short,fade slim fit bermuda short feature fivepocket design rip inner patch leg irregular hem zip fly button fastening,Bottom,denim bermuda denim short short,denim bermuda denim short short rip denim bermuda short,10-15°C cool weather
men,SHORTS,relaxed fit denim bermuda short,relaxedfit bermuda short fivepocket design distressed effect uneven hem button fly fasten,Bottom,denim bermuda denim short short,denim bermuda denim short short relaxed fit denim bermuda short,10-15°C cool weather
men,SHORTS,crop denim bermuda short,fade regularfit bermuda short rip feature fivepocket design vent hem crop length zip fly button fastening,Bottom,denim bermuda denim short crop short,denim bermuda denim short crop short crop denim bermuda short,10-15°C cool weather
men,SHORTS,flow bermuda short pleat,relaxed fit bermuda short lyocell blend fabric elastic waist pleated detail pocket rear welt pocket,Bottom,lyocell bermuda short short,lyocell bermuda short short flow bermuda short pleat,10-15°C cool weather
men,SHORTS,modal blend bermuda short,relaxed fit bermuda short modal cotton blend fabric adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,cotton modal bermuda short short,cotton modal bermuda short short modal blend bermuda short,10-15°C cool weather
men,SHORTS,bermuda short contrast embroidery,bermuda short feature adjustable elasticate waistband drawstre pocket rear patch pocket detail hem contrast embroidery,Bottom,bermuda short short,bermuda short short bermuda short contrast embroidery,10-15°C cool weather
men,SHORTS,comfort bermuda short,bermuda short feature elastic drawstre waistband pocket rear welt pocket,Bottom,bermuda short short,bermuda short short comfort bermuda short,10-15°C cool weather
men,SHORTS,tiedye print bermuda short,bermuda short adjustable drawstring waistband pocket welt pocket detail irregular hem,Bottom,bermuda short short,bermuda short short tiedye print bermuda short,10-15°C cool weather
men,SHORTS,wide fit jogger bermuda short,wide fit bermuda short adjustable elasticate waistband drawstre pocket rear patch pocket,Bottom,bermuda short short,bermuda short short wide fit jogger bermuda short,10-15°C cool weather
men,SHORTS,texture jacquard bermuda short,bermuda short feature adjustable elasticate waistband drawstre pocket rear patch pocket detail,Bottom,bermuda short short,bermuda short short texture jacquard bermuda short,10-15°C cool weather
men,SHORTS,matching crochet bermuda short,bermuda short adjustable drawstre waistband pocket rear pocket detail matching crochet,Bottom,bermuda short short,bermuda short short matching crochet bermuda short,10-15°C cool weather
men,SHORTS,technical bermuda short,bermuda short technical fabric elasticate waistband adjustable inner drawstre pocket welt pocket,Bottom,bermuda short short,bermuda short short technical bermuda short,10-15°C cool weather
men,SHORTS,bermuda short zipped pocket,bermuda short elasticate waistband adjustable drawstring pocket zip fasten leg,Bottom,bermuda short short,bermuda short short bermuda short zipped pocket,10-15°C cool weather
men,SHORTS,fade jogging bermuda short,fade relaxed fit bermuda short adjustable elasticate waistband pocket patch pocket uneven hem,Bottom,bermuda short short,bermuda short short fade jogging bermuda short,10-15°C cool weather
men,SHORTS,texture chino bermuda short,regularfit bermuda short stretchy cotton fabric pocket welt pocket detail zip fly button fastening,Bottom,cotton bermuda chino short short,cotton bermuda chino short short texture chino bermuda short,10-15°C cool weather
men,SHORTS,cotton chino bermuda short,regular fit bermuda short cotton fabric pocket rear welt pocket zip fly button fastening,Bottom,cotton bermuda chino short short,cotton bermuda chino short short cotton chino bermuda short,10-15°C cool weather
men,SHORTS,jog bermuda short elastic waistband,bermuda short texture cotton adjustable waist drawstre pocket rear welt pocket,Bottom,cotton bermuda short short,cotton bermuda short short jog bermuda short elastic waistband,10-15°C cool weather
men,SHORTS,loose fit denim bermuda short,loose fit bermuda short pocket design fade effect zip fly button fastening,Bottom,denim bermuda denim short short,denim bermuda denim short short loose fit denim bermuda short,10-15°C cool weather
men,SHORTS,flow bermuda short pleat,relaxedfit bermuda short waist pleat pocket welt pocket detail zip fly button fastening,Bottom,bermuda short short,bermuda short short flow bermuda short pleat,10-15°C cool weather
men,SHORTS,faux leather bermuda short,relaxed fit bermuda short faux leather fabric pleated detail waist pocket welt pocket zip fly button fastening,Bottom,faux leather bermuda short short,faux leather bermuda short short faux leather bermuda short,10-15°C cool weather
men,SHORTS,cargo bermuda short contrast topstitche,relaxed fit bermuda short elasticate waistband pocket rear welt pocket patch pocket flap leg contrast topstitche garment zip fly button fastening,Bottom,bermuda short short,bermuda short short cargo bermuda short contrast topstitche,10-15°C cool weather
men,SHORTS,stripe poplin bermuda short,croppedlength bermuda short adjustable elasticate waistband drawstre pocket welt pocket detail split hem,Bottom,poplin bermuda short short,poplin bermuda short short stripe poplin bermuda short,10-15°C cool weather
men,SHORTS,cargo bermuda short,highwaist bermuda short pocket welt pocket patch pocket flap leg zip fly button fastening,Bottom,bermuda short short,bermuda short short cargo bermuda short,10-15°C cool weather
men,SHORTS,belt cargo short,short contrast belt patch pocket flap split hem zip button fastening,Bottom,belt short short,belt short short belt cargo short,10-15°C cool weather
men,SHORTS,texture cargo bermuda short,bermuda short texture fabric button welt pocket patch pocket flap leg fray trim zip button fastening,Bottom,bermuda short short,bermuda short short texture cargo bermuda short,10-15°C cool weather
men,SHORTS,cargo jogger bermuda short,bermuda short feature adjustable elasticate waistband drawstre pocket zip pocket zip pocket leg,Bottom,bermuda short short,bermuda short short cargo jogger bermuda short,10-15°C cool weather
men,SHORTS,seersucker bermuda short,regularfit bermuda short elasticate waistband adjustable drawstre pocket welt pocket,Bottom,bermuda short short,bermuda short short seersucker bermuda short,10-15°C cool weather
men,SHORTS,jogger waist bermuda short,regularfit bermuda short adjustable waistband inner drawstring welt pocket patch pocket detail,Bottom,bermuda short short,bermuda short short jogger waist bermuda short,10-15°C cool weather
men,SHORTS,bermuda short crochet pocket,bermuda short cotton viscose blend feature adjustable elasticate waistband drawstre pocket rear contrast crochet patch pocket,Bottom,cotton viscose bermuda short short,cotton viscose bermuda short short bermuda short crochet pocket,10-15°C cool weather
men,SHORTS,linen viscose knit bermuda short,loosefitte knit bermuda short spun linen viscose blend adjustable elasticate drawstring waistband pocket rear patch pocket contrast topstitche detail,Bottom,knit linen viscose bermuda short knit short,knit linen viscose bermuda short knit short linen viscose knit bermuda short,10-15°C cool weather
men,SHORTS,technical bermuda short limited edition,relaxed fit bermuda short technical satin fabric pocket rear patch pocket zip snapbutton fastening,Bottom,satin bermuda short short,satin bermuda short short technical bermuda short limited edition,10-15°C cool weather
men,JEANS,straight fit jean,straightleg jean fivepocket design fade rip detail stain print leg zip fly button fastening,Bottom,jean,jean straight fit jean,10-15°C cool weather
men,JEANS,geometric jacquard jean,straight fit jean pocket fade effect zip fly button fastening,Bottom,jean,jean geometric jacquard jean,10-15°C cool weather
men,JEANS,straight fit rip jean,straight fit jean pocket fade rip leg zip fly button fastening,Bottom,jean,jean straight fit rip jean,10-15°C cool weather
men,JEANS,crop slim jean,crop slim fit jeans fivepocket design fade rip detail leg zip fly button fastening,Bottom,jean crop,jean crop crop slim jean,10-15°C cool weather
men,JEANS,relaxedfit rip jean,relaxedfit jean fivepocket design fade rip effect leg irregular doubleeffect hem button fly fasten,Bottom,jean,jean relaxedfit rip jean,10-15°C cool weather
men,JEANS,slim fit jean,slim fit jean pocket fade effect zip fly button fastening,Bottom,jean,jean slim fit jean,10-15°C cool weather
men,JEANS,relaxed fit pleated jean,relaxed fit jean waist pleat pocket rear patch pocket fade effect zip fly button fastening,Bottom,jean,jean relaxed fit pleated jean,10-15°C cool weather
men,JEANS,crop slim jean,crop slim fit jean fivepocket design fade effect zip fly button fastening,Bottom,jean crop,jean crop crop slim jean,10-15°C cool weather
men,JEANS,taper fit jean,taper fit jean pocket fade effect crop length zip fly button fastening,Bottom,jean crop,jean crop taper fit jean,10-15°C cool weather
men,JEANS,metalliceffect jean,straight fit jean fade denim irregular metallic finish pocket zip fly button fastening,Bottom,denim denim jean,denim denim jean metalliceffect jean,10-15°C cool weather
men,JEANS,wide fit jean,fade wide fit jean pocket zip fly button fastening,Bottom,jean,jean wide fit jean,10-15°C cool weather
men,JEANS,straight fit spray jean,straightfit jean fivepocket design fade effect trim contrast colour zip fly button fastening,Bottom,jean,jean straight fit spray jean,10-15°C cool weather
men,JEANS,wide fit cargo jean,wide fit jean pocket patch pocket flap leg adjustable strap fabric leg fade effect irregular hem zip button fastening,Bottom,jean,jean wide fit cargo jean,10-15°C cool weather
men,JEANS,detachable cargo jean,loose fit jean adjustable waistband tab multifunctional strap detail pocket patch pocket flap leg detachable leg invisible zip fade effect adjustable hem zip zip button fasteningview,Bottom,jean,jean detachable cargo jean,10-15°C cool weather
men,JEANS,relaxed fit jean,relaxed fit jean pocket zip pocket leg fade effect zip fly button fastening,Bottom,jean,jean relaxed fit jean,10-15°C cool weather
men,TROUSERS,pleated trouser,straight fit trouser waist pleated detail pocket rear pocket detail turnup hem zip fly button fastening,Bottom,trouser,trouser pleated trouser,10-15°C cool weather
men,SHORTS,bermuda short contrast embroidery,bermuda short feature adjustable elasticate waistband drawstre pocket rear patch pocket detail hem contrast embroidery,Bottom,bermuda short short,bermuda short short bermuda short contrast embroidery,10-15°C cool weather
men,TROUSERS,linen trouser,trouser linen fabric elasticate waistband pocket welt pocket zip fly button fastening,Bottom,linen trouser,linen trouser linen trouser,10-15°C cool weather
men,SHORTS,linen cotton bermuda short,carrot fit bermuda short linen cotton blend fabric adjustable elasticate waistband pleat detail pocket rear welt pocket detail,Bottom,cotton linen bermuda short short,cotton linen bermuda short short linen cotton bermuda short,10-15°C cool weather
men,SHORTS,linen bermuda short,bermuda short linen fabric pocket welt pocket zip fly button fastening,Bottom,linen bermuda short short,linen bermuda short short linen bermuda short,10-15°C cool weather
men,TROUSERS,cotton linen trouser,regular fit trouser cotton linen blend fabric adjustable inner elasticate waistband pocket,Bottom,cotton linen trouser,cotton linen trouser cotton linen trouser,10-15°C cool weather
men,SHORTS,viscose linen bermuda short,bermuda short viscose linen blend fabric elasticate adjustable waistband drawstring pocket rear patch pocket,Bottom,linen viscose bermuda short short,linen viscose bermuda short short viscose linen bermuda short,10-15°C cool weather
men,SHORTS,texture oxford bermuda short,bermuda short linen cotton blend feature pocket rear welt pocket zip fly button fastening,Bottom,cotton linen bermuda oxford short short,cotton linen bermuda oxford short short texture oxford bermuda short,10-15°C cool weather
men,TROUSERS,viscose linen trouser,trouser viscose linen blend fabric elasticate adjustable waistband drawstring pocket rear patch pocket detail,Bottom,linen viscose trouser,linen viscose trouser viscose linen trouser,10-15°C cool weather
men,SHORTS,cottonlinen bermuda short,relaxed fit bermuda short linen cotton blend fabric adjustable elasticate waistband drawstre pocket rear patch pocket detail irregular hem,Bottom,cotton cottonlinen linen bermuda short short,cotton cottonlinen linen bermuda short short cottonlinen bermuda short,10-15°C cool weather
men,TROUSERS,cotton linen trouser,regularfit trouser cotton linen blend fabric elasticate waistband adjustable drawstre pocket patch pocket zip fly snap button,Bottom,cotton linen trouser,cotton linen trouser cotton linen trouser,10-15°C cool weather
men,TROUSERS,linen viscose trouser,regularfit trouser viscose linen blend fabric adjustable elasticate waistband pocket pocket fade effect,Bottom,linen viscose trouser,linen viscose trouser linen viscose trouser,10-15°C cool weather
men,TROUSERS,linencotton trouser,slimfit trouser elasticate waistband match adjustable drawstring welt pocket zip fly button fastening,Bottom,linencotton trouser,linencotton trouser linencotton trouser,10-15°C cool weather
men,TROUSERS,belt cottonlinen trouser,regular fit trouser cotton linen blend waist pleat belt fabric pocket rear welt pocket zip button fastening,Bottom,cotton cottonlinen linen belt trouser,cotton cottonlinen linen belt trouser belt cottonlinen trouser,10-15°C cool weather
men,TROUSERS,linen lyocell trouser,regular fit trouser linen lyocell blend patch pocket button welt pocket zip button fastening,Bottom,linen lyocell trouser,linen lyocell trouser linen lyocell trouser,10-15°C cool weather
men,TROUSERS,linen suit trouser,straight fit trouser linen pocket button jetted pocket zip fly button fastening,Bottom,linen suit trouser,linen suit trouser linen suit trouser,10-15°C cool weather
men,TROUSERS,linen suit trouser,regular fit trouser waist pleat pocket rear welt pocket zip fly button fastening,Bottom,linen suit trouser,linen suit trouser linen suit trouser,10-15°C cool weather
men,TROUSERS,linen suit trouser,regularfit trouser pocket welt pocket zip fly button fastening,Bottom,linen suit trouser,linen suit trouser linen suit trouser,10-15°C cool weather
men,TROUSERS,stripe linenviscose trouser,relaxedfit trouser adjustable elasticate waistband matching fabric belt patch pocket,Bottom,linenviscose belt trouser,linenviscose belt trouser stripe linenviscose trouser,10-15°C cool weather
men,SHORTS,linen bermuda short,bermuda short linen fabric adjustable elasticate waistband interior drawstre pocket rear welt pocket,Bottom,linen bermuda short short,linen bermuda short short linen bermuda short,10-15°C cool weather
men,TROUSERS,linen trouser,straight fit trouser linen waist pleat detail pocket rear jetted pocket zip fly button fastening,Bottom,linen trouser,linen trouser linen trouser,10-15°C cool weather
men,TROUSERS,technical training trouser,trouser lightweight stretchy technical fabric elastic waistband drawstring pocket autolock zip fasten hem elasticate cuff print logo detailzara athleticzview,Bottom,trouser lightweight,trouser lightweight technical training trouser,10-15°C cool weather
men,TROUSERS,jogger waist cotton trouser,trouser compact cotton fabric adjustable elastic waistband drawstre welt pocket zip closure cuff hemszara athleticzview,Bottom,cotton trouser,cotton trouser jogger waist cotton trouser,10-15°C cool weather
men,SHORTS,training short,training short lightweight stretchy technical fabric inner mesh design practise sport elasticate waistband inner drawstring pocket reflective effect seam inner leg length cm slit hem print logo detailzara athleticzview,Bottom,short lightweight short,short lightweight short training short,10-15°C cool weather
men,SHORTS,jogger bermuda short embroidery,bermuda short adjustable elasticate waistband drawstre pocket pocket detail contrast embroidery legzara athleticzview,Bottom,bermuda short short,bermuda short short jogger bermuda short embroidery,10-15°C cool weather
men,SHORTS,contrast jog bermuda short,bermuda short elasticate drawstring waistband pocket contrast thermoseale zip fasteningzara athleticz,Bottom,bermuda short thermoseale short,bermuda short thermoseale short contrast jog bermuda short,10-15°C cool weather
