product_id,product_images,gender,product_category,product_name,details,category_type,combined_features
3006,"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/310/715/2/w/448/2675310715_1_1_1.jpg?ts=1691418601442': 'Image 0 of BELTED CARGO SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/310/715/2/w/448/2675310715_2_1_1.jpg?ts=1691418601846': 'Image 1 of BELTED CARGO SHORTS from Zara'}]",men,SHORTS,belt cargo short,short contrast belt patch pocket flap split hem zip button fastening,Bottom,belt short short
3007,"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/312/500/2/w/448/2675312500_1_1_1.jpg?ts=1691418602034': 'Image 0 of TEXTURED CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/312/500/2/w/448/2675312500_2_1_1.jpg?ts=1691418602029': 'Image 1 of TEXTURED CARGO BERMUDA SHORTS from Zara'}]",men,SHORTS,texture cargo bermuda short,bermuda short texture fabric button welt pocket patch pocket flap leg fray trim zip button fastening,Bottom,bermuda short short
3008,"[{'https://static.zara.net/photos///2023/I/0/2/p/0722/317/401/2/w/448/0722317401_1_1_1.jpg?ts=1684858431514': 'Image 0 of CARGO JOGGER BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0722/317/401/2/w/448/0722317401_2_1_1.jpg?ts=1684858431490': 'Image 1 of CARGO JOGGER BERMUDA SHORTS from Zara'}]",men,SHORTS,cargo jogger bermuda short,bermuda short feature adjustable elasticate waistband drawstre pocket zip pocket zip pocket leg,Bottom,bermuda short short
3009,"[{'https://static.zara.net/photos///2023/I/0/1/p/7380/307/401/13/w/448/7380307401_1_1_1.jpg?ts=1691680253622': 'Image 0 of SEERSUCKER BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7380/307/401/13/w/448/7380307401_2_1_1.jpg?ts=1691680250006': 'Image 1 of SEERSUCKER BERMUDA SHORTS from Zara'}]",men,SHORTS,seersucker bermuda short,regularfit bermuda short elasticate waistband adjustable drawstre pocket welt pocket,Bottom,bermuda short short
3010,[],men,SHORTS,jogger waist bermuda short,regularfit bermuda short adjustable waistband inner drawstring welt pocket patch pocket detail,Bottom,bermuda short short
3011,[],men,SHORTS,bermuda short crochet pocket,bermuda short cotton viscose blend feature adjustable elasticate waistband drawstre pocket rear contrast crochet patch pocket,Bottom,cotton viscose bermuda short short
3012,"[{'https://static.zara.net/photos///2023/I/0/2/p/9598/303/731/2/w/0/9598303731_1_1_1.jpg?ts=1688478952617': 'Image 0 of LINEN - VISCOSE KNIT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9598/303/731/2/w/0/9598303731_2_1_1.jpg?ts=1688478953984': 'Image 1 of LINEN - VISCOSE KNIT BERMUDA SHORTS from Zara'}]",men,SHORTS,linen viscose knit bermuda short,loosefitte knit bermuda short spun linen viscose blend adjustable elasticate drawstring waistband pocket rear patch pocket contrast topstitche detail,Bottom,knit linen viscose bermuda short knit short
3013,"[{'https://static.zara.net/photos///2023/I/0/2/p/4391/304/515/13/w/448/4391304515_1_1_1.jpg?ts=1689697345028': 'Image 0 of TECHNICAL BERMUDA SHORTS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4391/304/515/13/w/0/4391304515_2_1_1.jpg?ts=1689697345126': 'Image 1 of TECHNICAL BERMUDA SHORTS - LIMITED EDITION from Zara'}]",men,SHORTS,technical bermuda short limited edition,relaxed fit bermuda short technical satin fabric pocket rear patch pocket zip snapbutton fastening,Bottom,satin bermuda short short
3014,"[{'https://static.zara.net/photos///2023/I/0/2/p/2634/306/401/2/w/448/2634306401_1_1_1.jpg?ts=1689157213064': 'Image 0 of GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2634/306/401/2/w/448/2634306401_2_1_1.jpg?ts=1689157212748': 'Image 1 of GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,geometric print swimming trunk,swimming trunk technical fabric velvety finish elasticate waistband drawstring pocket pocket detail waist rear welt pocket lining include bag fabriclength inner leg seam cm length outer leg seam cm view,Other,bag trunk
3015,"[{'https://static.zara.net/photos///2023/I/0/2/p/2634/305/403/2/w/448/2634305403_1_1_1.jpg?ts=1687346680726': 'Image 0 of BASIC SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2634/305/403/2/w/448/2634305403_2_1_1.jpg?ts=1687346682104': 'Image 1 of BASIC SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,basic swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstring pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3016,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/371/400/2/w/448/8574371400_6_1_1.jpg?ts=1692790056945': 'Image 0 of LONG CARGO SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/371/400/2/w/448/8574371400_6_2_1.jpg?ts=1692790057628': 'Image 1 of LONG CARGO SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,long cargo swimming trunk,swimming trunk velvetyfinish technical fabric elasticate waistband adjustable drawstre pocket rear pocket patch pocket appliqué flap leg lining length inner leg seam cm length outer leg seam cm view,Other,trunk long
3017,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/426/555/2/w/448/8574426555_6_1_1.jpg?ts=1692790057286': 'Image 0 of STRIPE PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/426/555/2/w/448/8574426555_6_2_1.jpg?ts=1692790057437': 'Image 1 of STRIPE PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,stripe print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstre pocket rear pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3018,"[{'https://static.zara.net/photos///2023/I/0/2/p/0495/321/712/2/w/448/0495321712_6_1_1.jpg?ts=1690976519493': 'Image 0 of STRIPE PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0495/321/712/2/w/448/0495321712_6_2_1.jpg?ts=1690976519464': 'Image 1 of STRIPE PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,stripe print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstre pocket rear patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3019,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/372/500/2/w/448/8574372500_6_1_1.jpg?ts=1688556252826': 'Image 0 of LONG GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/372/500/2/w/448/8574372500_6_2_1.jpg?ts=1688556252856': 'Image 1 of LONG GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,long geometric print swimming trunk,swimming trunk technical fabric velvety finish elasticate waistband feature pocket rear patch pocket lining zip fly snapbutton fasten length inner leg seam cm length outer leg seam cm view,Other,trunk long
3020,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/332/404/2/w/448/8574332404_1_1_1.jpg?ts=1686064963056': 'Image 0 of SEERSUCKER SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/332/404/2/w/448/8574332404_2_1_1.jpg?ts=1686064962922': 'Image 1 of SEERSUCKER SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,seersucker swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstring pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3021,"[{'https://static.zara.net/photos///2023/I/0/2/p/2634/303/505/2/w/448/2634303505_1_1_1.jpg?ts=1686064961991': 'Image 0 of SEERSUCKER SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2634/303/505/2/w/448/2634303505_2_1_1.jpg?ts=1686064961720': 'Image 1 of SEERSUCKER SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,seersucker swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstring pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3022,"[{'https://static.zara.net/photos///2023/I/0/2/p/0775/303/514/2/w/448/0775303514_6_1_1.jpg?ts=1689782190044': 'Image 0 of LONG SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0775/303/514/2/w/448/0775303514_6_2_1.jpg?ts=1689782190017': 'Image 1 of LONG SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,long swimming trunk,swimming trunk technical fabric elastic waistband adjustable drawstre pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk long
3023,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/373/690/2/w/448/8574373690_6_1_1.jpg?ts=1689162981156': 'Image 0 of SEERSUCKER SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/373/690/2/w/448/8574373690_6_2_1.jpg?ts=1689162984274': 'Image 1 of SEERSUCKER SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,seersucker swimming trunk,swimming trunk technical fabric elastic waistband adjustable drawstre pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3024,"[{'https://static.zara.net/photos///2023/I/0/2/p/1027/301/183/2/w/448/1027301183_6_1_1.jpg?ts=1688483860332': 'Image 0 of GEOMETRIC JACQUARD BEACH TOWEL from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1027/301/183/2/w/448/1027301183_6_2_1.jpg?ts=1688483860472': 'Image 1 of GEOMETRIC JACQUARD BEACH TOWEL from Zara'}]",men,SWIMWEAR,geometric jacquard beach towel,beach towel terry cottonmeasurement x cm x,Other,towel
3025,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/379/704/2/w/448/8574379704_1_1_1.jpg?ts=1689157208916': 'Image 0 of TECHNICAL CHECK TEXTURE SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/379/704/2/w/448/8574379704_2_1_1.jpg?ts=1689157208762': 'Image 1 of TECHNICAL CHECK TEXTURE SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,technical check texture swimming trunk,swimming trunk technical fabric elasticate waistband pocket patch pocket flap lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3026,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/387/712/2/w/448/8574387712_1_1_1.jpg?ts=1689157212496': 'Image 0 of CHECKED TECHNICAL SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/387/712/2/w/448/8574387712_2_1_1.jpg?ts=1689157211897': 'Image 1 of CHECKED TECHNICAL SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,check technical swimming trunk,swimming trunk technical fabric adjustable elasticate waistband drawstre pocket welt pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3027,"[{'https://static.zara.net/photos///2023/I/0/2/p/2634/309/802/2/w/448/2634309802_6_1_1.jpg?ts=1689162979852': 'Image 0 of ACID WASH SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2634/309/802/2/w/448/2634309802_6_2_1.jpg?ts=1689162979387': 'Image 1 of ACID WASH SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,acid wash swimming trunk,swimming trunk technical fabric adjustable elasticate drawstre waistband pocket pocket detail line slit hem fade acid washlength inner leg seam cm length outer leg seam cm view,Other,trunk
3028,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/367/712/2/w/448/8574367712_6_1_1.jpg?ts=1689162979212': 'Image 0 of LONG TIE-DYE SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/367/712/2/w/448/8574367712_6_2_1.jpg?ts=1689162979395': 'Image 1 of LONG TIE-DYE SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,long tiedye swimming trunk,swimming trunk technical fabric adjustable elasticate waistband pocket zip pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk long
3029,"[{'https://static.zara.net/photos///2023/I/0/2/p/2634/307/526/2/w/448/2634307526_6_1_1.jpg?ts=1689260268194': 'Image 0 of FLORAL PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2634/307/526/2/w/448/2634307526_6_2_1.jpg?ts=1689260268345': 'Image 1 of FLORAL PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,floral print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstre pocket rear welt pocket lining include bag fabriclength inner leg seam cm length outer leg seam cm view,Other,bag trunk
3030,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/388/402/2/w/448/8574388402_6_1_1.jpg?ts=1689260268015': 'Image 0 of LONG SWIMMING TRUNKS WITH SUN DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/388/402/2/w/448/8574388402_6_2_1.jpg?ts=1689260269043': 'Image 1 of LONG SWIMMING TRUNKS WITH SUN DETAIL from Zara'}]",men,SWIMWEAR,long swimming trunk sun detail,swimming trunk velvetyfinish technical fabric elasticate waistband adjustable drawstre pocket rear zip pocket lining length inner leg seam cm length outer leg seam cm view,Other,trunk long
3031,"[{'https://static.zara.net/photos///2023/I/0/2/p/0495/316/403/2/w/448/0495316403_6_1_1.jpg?ts=1689260267956': 'Image 0 of MOSAIC PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0495/316/403/2/w/448/0495316403_6_2_1.jpg?ts=1689260267947': 'Image 1 of MOSAIC PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,mosaic print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstre pocket rear patch pocket flap lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3032,"[{'https://static.zara.net/photos///2023/I/0/2/p/0495/313/802/2/w/448/0495313802_1_1_1.jpg?ts=1687346678711': 'Image 0 of LONG PRINTED SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0495/313/802/2/w/448/0495313802_2_1_1.jpg?ts=1687346681529': 'Image 1 of LONG PRINTED SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,long print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstring pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk long
3033,"[{'https://static.zara.net/photos///2023/V/0/1/p/5584/461/250/2/w/448/5584461250_2_1_1.jpg?ts=1675790634469': 'Image 0 of BASIC SLIM FIT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/5584/461/250/2/w/448/5584461250_2_2_1.jpg?ts=1675790639049': 'Image 1 of BASIC SLIM FIT T-SHIRT from Zara'}]",men,SWIMWEAR,basic slim fit tshirt,stretch cotton tshirt feature round neck short sleeve,Other,cotton short tshirt short
3034,"[{'https://static.zara.net/photos///2023/V/1/2/p/2700/120/800/2/w/448/2700120800_2_1_1.jpg?ts=1670846673452': 'Image 0 of DOUBLE-STRAP SANDALS from Zara'}, {'https://static.zara.net/photos///2023/V/1/2/p/2700/120/800/2/w/448/2700120800_2_2_1.jpg?ts=1670846673585': 'Image 1 of DOUBLE-STRAP SANDALS from Zara'}]",men,SWIMWEAR,doublestrap sandal,slide sandal wide strap instep buckle detail insole anatomical shoe match chunky sole,Other,sandal shoe
3035,"[{'https://static.zara.net/photos///2023/V/0/2/p/8574/418/807/2/w/448/8574418807_6_1_1.jpg?ts=1678814850639': 'Image 0 of SEERSUCKER SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/8574/418/807/2/w/448/8574418807_6_2_1.jpg?ts=1678814851889': 'Image 1 of SEERSUCKER SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,seersucker swimming trunk,swimming trunk technical fabric elasticate waistband pocket zip pocket detail patch pocket lining vent hem zip fly snapbutton fasteninglength inner leg seam cm length outer leg seam cm view,Other,trunk
3036,"[{'https://static.zara.net/photos///2023/I/0/1/p/0495/307/712/2/w/448/0495307712_1_1_1.jpg?ts=1686064939700': 'Image 0 of ABSTRACT PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0495/307/712/2/w/448/0495307712_2_1_1.jpg?ts=1686064941973': 'Image 1 of ABSTRACT PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,abstract print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstre welt pocket patch pocket detail lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3037,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/384/611/2/w/448/8574384611_1_1_1.jpg?ts=1689157210723': 'Image 0 of LONG SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/384/611/2/w/448/8574384611_2_1_1.jpg?ts=1689157210328': 'Image 1 of LONG SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,long swimming trunk,swimming trunk technical fabric adjustable elasticate waistband drawstre pocket zip pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk long
3038,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/383/505/2/w/448/8574383505_1_1_1.jpg?ts=1689157410719': 'Image 0 of STRIPED TECHNICAL SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/383/505/2/w/448/8574383505_2_1_1.jpg?ts=1689157410766': 'Image 1 of STRIPED TECHNICAL SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,stripe technical swimming trunk,swimming trunk technical fabric adjustable elasticate waistband tab pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3039,"[{'https://static.zara.net/photos///2023/I/0/2/p/0495/320/555/2/w/448/0495320555_6_1_1.jpg?ts=1689162979201': 'Image 0 of TIE-DYE PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0495/320/555/2/w/448/0495320555_6_2_1.jpg?ts=1689162984061': 'Image 1 of TIE-DYE PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,tiedye print swimming trunk,swimming trunk technical fabric adjustable elasticate waistband pocket rear patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3040,"[{'https://static.zara.net/photos///2023/I/0/1/p/8574/369/300/2/w/448/8574369300_6_1_1.jpg?ts=1689169420465': 'Image 0 of LONG TIE-DYE SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8574/369/300/2/w/448/8574369300_6_2_1.jpg?ts=1689169423294': 'Image 1 of LONG TIE-DYE SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,long tiedye swimming trunk,swimming trunk technical fabric adjustable elasticate waistband pocket zip pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk long
3041,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/308/406/2/w/448/8574308406_1_1_1.jpg?ts=1687346680923': 'Image 0 of FLORAL PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/308/406/2/w/448/8574308406_2_1_1.jpg?ts=1687346683629': 'Image 1 of FLORAL PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,floral print swimming trunk,swimming trunk technical fabric adjustable elasticate waistband drawstre pocket patch pocket flap lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3042,"[{'https://static.zara.net/photos///2023/I/0/2/p/0495/308/605/2/w/448/0495308605_1_1_1.jpg?ts=1687347056786': 'Image 0 of SLOGAN PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0495/308/605/2/w/448/0495308605_2_1_1.jpg?ts=1687347056414': 'Image 1 of SLOGAN PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,slogan print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstre pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3043,[],men,SWIMWEAR,diamond print swimming trunk,swimming trunk velvetyfinish technical fabric elasticate waistband adjustable drawstre pocket welt pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3044,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/328/626/2/w/448/8574328626_1_1_1.jpg?ts=1687346684393': 'Image 0 of FISH PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/328/626/2/w/448/8574328626_2_1_1.jpg?ts=1687346684597': 'Image 1 of FISH PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,fish print swimming trunk,swimming trunk technical fabric adjustable elasticate waistband drawstre pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3045,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/309/401/2/w/0/8574309401_1_1_1.jpg?ts=1687346683692': 'Image 0 of CARGO SWIM SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/309/401/2/w/448/8574309401_2_1_1.jpg?ts=1687346684016': 'Image 1 of CARGO SWIM SHORTS from Zara'}]",men,SWIMWEAR,cargo swim short,swimming trunk technical fabric velvety finish adjustable elasticate waist drawstre contrast trim detail rear patch pocket patch pocket leg vent hem lininglength inner leg seam cm length outer leg seam cm view,Other,short swim trunk short
3046,"[{'https://static.zara.net/photos///2023/I/0/2/p/2634/301/611/2/w/0/2634301611_1_1_1.jpg?ts=1687346681920': 'Image 0 of GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2634/301/611/2/w/0/2634301611_2_1_1.jpg?ts=1687346681451': 'Image 1 of GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,geometric print swimming trunk,swimming trunk technical fabric adjustable elasticate waistband drawstre pocket rear welt pocket detail lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3047,"[{'https://static.zara.net/photos///2023/I/0/2/p/0495/310/620/2/w/448/0495310620_6_1_1.jpg?ts=1684426407643': 'Image 0 of BLEND PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0495/310/620/2/w/448/0495310620_6_2_1.jpg?ts=1684426407807': 'Image 1 of BLEND PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,blend print swimming trunk,swimming trunk velvetyfinish technical fabric elasticate waistband adjustable drawstre pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3048,"[{'https://static.zara.net/photos///2023/I/0/2/p/0495/303/555/2/w/448/0495303555_1_1_1.jpg?ts=1687346678282': 'Image 0 of GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0495/303/555/2/w/448/0495303555_2_1_1.jpg?ts=1687346677448': 'Image 1 of GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,geometric print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstre pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3049,"[{'https://static.zara.net/photos///2023/V/0/2/p/8574/427/306/2/w/448/8574427306_1_1_1.jpg?ts=1680521189654': 'Image 0 of GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/8574/427/306/2/w/448/8574427306_2_1_1.jpg?ts=1680521190633': 'Image 1 of GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,geometric print swimming trunk,swimming trunk technical fabric elasticate waistband adjustable drawstring pocket patch pocket lining vent hemlength inner leg seam cm length outer leg seam cm view,Other,trunk
3050,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/303/615/2/w/448/8574303615_1_1_1.jpg?ts=1687346683624': 'Image 0 of FLORAL PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/303/615/2/w/448/8574303615_2_1_1.jpg?ts=1687346683853': 'Image 1 of FLORAL PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,floral print swimming trunk,swimming trunk technical fabric adjustable elasticate waistband drawstre pocket patch pocket lininglength inner leg seam cm length outer leg seam cm view,Other,trunk
3051,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/375/400/2/w/448/8574375400_1_1_1.jpg?ts=1689157208773': 'Image 0 of LONG GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/375/400/2/w/448/8574375400_2_1_1.jpg?ts=1689157214334': 'Image 1 of LONG GEOMETRIC PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,long geometric print swimming trunk,swimming trunk velvetyfinish technical fabric elasticate waistband adjustable drawstring pocket rear patch pocket lining length inner leg seam cm length outer leg seam cm view,Other,trunk long
3052,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/386/400/2/w/448/8574386400_1_1_1.jpg?ts=1689157211794': 'Image 0 of PAISLEY PRINT SWIMMING TRUNKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/386/400/2/w/448/8574386400_2_1_1.jpg?ts=1689157211018': 'Image 1 of PAISLEY PRINT SWIMMING TRUNKS from Zara'}]",men,SWIMWEAR,paisley print swimming trunk,swimming trunk velvetyfinish technical fabric elasticate waistband adjustable drawstring pocket rear patch pocket lining length inner leg seam cm length outer leg seam cm view,Other,trunk
3053,"[{'https://static.zara.net/photos///2023/I/0/2/p/5585/312/400/2/w/448/5585312400_1_1_1.jpg?ts=1692951282794': 'Image 0 of STRAIGHT FIT JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5585/312/400/2/w/448/5585312400_2_1_1.jpg?ts=1692951290257': 'Image 1 of STRAIGHT FIT JEANS from Zara'}]",men,JEANS,straight fit jean,straightleg jean fivepocket design fade rip detail stain print leg zip fly button fastening,Bottom,jean
3054,"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/322/802/2/w/448/1538322802_1_1_1.jpg?ts=1692960481484': 'Image 0 of GEOMETRIC JACQUARD JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/322/802/2/w/448/1538322802_2_1_1.jpg?ts=1692960481784': 'Image 1 of GEOMETRIC JACQUARD JEANS from Zara'}]",men,JEANS,geometric jacquard jean,straight fit jean pocket fade effect zip fly button fastening,Bottom,jean
3055,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/306/427/2/w/448/8062306427_1_1_1.jpg?ts=1692780182445': 'Image 0 of STRAIGHT FIT RIPPED JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/306/427/2/w/448/8062306427_2_1_1.jpg?ts=1692780184103': 'Image 1 of STRAIGHT FIT RIPPED JEANS from Zara'}]",men,JEANS,straight fit rip jean,straight fit jean pocket fade rip leg zip fly button fastening,Bottom,jean
3056,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/305/407/2/w/448/8062305407_1_1_1.jpg?ts=1692201952270': 'Image 0 of CROPPED SLIM JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/305/407/2/w/448/8062305407_2_1_1.jpg?ts=1692201952279': 'Image 1 of CROPPED SLIM JEANS from Zara'}]",men,JEANS,crop slim jean,crop slim fit jeans fivepocket design fade rip detail leg zip fly button fastening,Bottom,jean crop
